Date,S&P 500 Price,S&P 500 Open,S&P 500 High,S&P 500 Low,S&P 500 Change %,10 Year Bond Price,10 Year Bond Open,10 Year Bond High,10 Year Bond Low,10 Year Bond Change %,2 Year Bond Price,2 Year Bond Open,2 Year Bond High,2 Year Bond Low,2 Year Bond Change %,US Inflation,US GDP,US Insterest,Global Inflation Rate,Global GDP,S&P 500 High - Price,S&P 500 Price -Low,S&P 500 High- Low,S&P 500 High - Open,S&P 500 Open - Low,10 Year Bond High - Price,10 Year Bond Price -Low,10 Year Bond High - Low,10 Year Bond High - Open,10 Year Bond Open - Low,2 Year Bond High - Price,2 Year Bond Price -Low,2 Year Bond High - Low,2 Year Bond High - Open,2 Year Bond Open - Low
3/25/2014,1865.62,1859.48,1871.87,1855.96,0.0044,2.134,2.194,2.197,2.126,-0.0265,0.686,0.815,0.815,0.682,-0.1541,2.127112,17144.28,0.07,1.455499,79710,6.25,9.66,15.91,12.39,3.52,0.063,0.008,0.071,0.003,0.068,0.129,0.004,0.133,0,0.133
3/24/2014,1857.44,1867.67,1873.34,1849.69,-0.0049,2.192,2.298,2.298,2.188,-0.0453,0.811,0.802,0.819,0.778,0.0012,2.127112,17144.28,0.07,1.455499,79710,15.9,7.75,23.65,5.67,17.98,0.106,0.004,0.11,0,0.11,0.008,0.033,0.041,0.017,0.024
3/21/2014,1866.52,1874.53,1883.97,1863.46,-0.0029,2.296,2.274,2.303,2.258,0.0017,0.81,0.726,0.815,0.722,0.1096,2.127112,17144.28,0.07,1.455499,79710,17.45,3.06,20.51,9.44,11.07,0.007,0.038,0.045,0.029,0.016,0.005,0.088,0.093,0.089,0.004
3/20/2014,1872.01,1860.09,1873.49,1854.63,0.006,2.292,2.185,2.294,2.164,0.0499,0.73,0.721,0.734,0.705,0.0119,2.127112,17144.28,0.07,1.455499,79710,1.48,17.38,18.86,13.4,5.46,0.002,0.128,0.13,0.109,0.021,0.004,0.025,0.029,0.013,0.016
3/19/2014,1860.77,1872.25,1874.14,1850.35,-0.0061,2.183,2.201,2.203,2.164,-0.0089,0.7214,0.7094,0.7214,0.7094,0.0175,2.127112,17144.28,0.07,1.455499,79710,13.37,10.42,23.79,1.89,21.9,0.02,0.019,0.039,0.002,0.037,0,0.012,0.012,0.012,0
3/18/2014,1872.25,1858.92,1873.76,1858.92,0.0072,2.203,2.195,2.204,2.195,0.0071,0.709,0.733,0.742,0.709,-0.038,2.127112,17144.28,0.07,1.455499,79710,1.51,13.33,14.84,14.84,0,0.001,0.008,0.009,0.009,0,0.033,0,0.033,0.009,0.024
3/17/2014,1858.83,1842.81,1862.3,1842.81,0.0096,2.187,2.222,2.226,2.172,-0.018,0.737,0.733,0.749,0.729,-0.0054,2.127112,17144.28,0.07,1.455499,79710,3.47,16.02,19.49,19.49,0,0.039,0.015,0.054,0.004,0.05,0.012,0.008,0.02,0.016,0.004
3/14/2014,1841.13,1845.07,1852.44,1839.57,-0.0028,2.227,2.183,2.236,2.176,0.0146,0.741,0.741,0.765,0.737,0.0054,2.127112,17144.28,0.07,1.455499,79710,11.31,1.56,12.87,7.37,5.5,0.009,0.051,0.06,0.053,0.007,0.024,0.004,0.028,0.024,0.004
3/13/2014,1846.34,1869.06,1874.4,1841.86,-0.0117,2.195,2.186,2.254,2.17,0.0041,0.737,0.721,0.741,0.701,0.0285,2.127112,17144.28,0.07,1.455499,79710,28.06,4.48,32.54,5.34,27.2,0.059,0.025,0.084,0.068,0.016,0.004,0.036,0.04,0.02,0.02
3/12/2014,1868.2,1866.15,1868.38,1854.38,0.0003,2.186,2.151,2.201,2.126,0.0163,0.7166,0.7127,0.7166,0.7127,0.0107,2.127112,17144.28,0.07,1.455499,79710,0.18,13.82,14,2.23,11.77,0.015,0.06,0.075,0.05,0.025,0,0.0039,0.0039,0.0039,0
3/11/2014,1867.63,1878.26,1882.35,1863.88,-0.0051,2.151,2.131,2.151,2.131,0.0093,0.709,0.704,0.733,0.669,0.0187,2.127112,17144.28,0.07,1.455499,79710,14.72,3.75,18.47,4.09,14.38,0,0.02,0.02,0.02,0,0.024,0.04,0.064,0.029,0.035
3/10/2014,1877.17,1877.86,1877.87,1867.04,-0.0005,2.131,2.165,2.169,2.109,-0.0148,0.696,0.708,0.716,0.684,-0.0225,2.127112,17144.28,0.07,1.455499,79710,0.7,10.13,10.83,0.01,10.82,0.038,0.022,0.06,0.004,0.056,0.02,0.012,0.032,0.008,0.024
3/7/2014,1878.04,1878.52,1883.57,1870.56,0.0005,2.163,2.179,2.197,2.151,-0.0114,0.712,0.712,0.728,0.7,0,2.127112,17144.28,0.07,1.455499,79710,5.53,7.48,13.01,5.05,7.96,0.034,0.012,0.046,0.018,0.028,0.016,0.012,0.028,0.016,0.012
3/6/2014,1877.03,1874.18,1881.94,1874.18,0.0017,2.188,2.161,2.198,2.144,0.0134,0.712,0.735,0.735,0.704,-0.0378,2.127112,17144.28,0.07,1.455499,79710,4.91,2.85,7.76,7.76,0,0.01,0.044,0.054,0.037,0.017,0.023,0.008,0.031,0,0.031
3/5/2014,1873.81,1874.05,1876.53,1871.11,-0.0001,2.159,2.214,2.214,2.151,-0.0248,0.74,0.743,0.743,0.708,0.0009,2.127112,17144.28,0.07,1.455499,79710,2.72,2.7,5.42,2.48,2.94,0.055,0.008,0.063,0,0.063,0.003,0.032,0.035,0,0.035
3/4/2014,1873.91,1849.23,1876.23,1849.23,0.0153,2.214,2.195,2.22,2.136,0.0087,0.7393,0.7433,0.7433,0.7354,0.0211,2.127112,17144.28,0.07,1.455499,79710,2.32,24.68,27,27,0,0.006,0.078,0.084,0.025,0.059,0.004,0.0039,0.0079,0,0.0079
3/3/2014,1845.73,1857.68,1857.68,1834.44,-0.0074,2.195,2.184,2.195,2.184,0.0049,0.724,0.7,0.735,0.672,0.0343,2.127112,17144.28,0.07,1.455499,79710,11.95,11.29,23.24,0,23.24,0,0.011,0.011,0.011,0,0.011,0.052,0.063,0.035,0.028
2/28/2014,1859.45,1855.12,1867.92,1847.67,0.0028,2.184,2.193,2.197,2.128,-0.0032,0.7,0.68,0.715,0.664,0.0294,1.952858,17144.28,0.07,1.656022,79710,8.47,11.78,20.25,12.8,7.45,0.013,0.056,0.069,0.004,0.065,0.015,0.036,0.051,0.035,0.016
2/27/2014,1854.29,1844.9,1854.53,1841.13,0.0049,2.191,2.168,2.207,2.133,0.005,0.68,0.645,0.696,0.629,0.1166,1.952858,17144.28,0.07,1.656022,79710,0.24,13.16,13.4,9.63,3.77,0.016,0.058,0.074,0.039,0.035,0.016,0.051,0.067,0.051,0.016
2/26/2014,1845.16,1845.79,1852.65,1840.66,0,2.18,2.057,2.193,2.052,0.0491,0.609,0.584,0.645,0.58,0.05,1.952858,17144.28,0.07,1.656022,79710,7.49,4.5,11.99,6.86,5.13,0.013,0.128,0.141,0.136,0.005,0.036,0.029,0.065,0.061,0.004
2/25/2014,1845.12,1847.66,1852.91,1840.19,-0.0013,2.078,2.012,2.136,2.007,0.0328,0.58,0.613,0.613,0.544,-0.0471,1.952858,17144.28,0.07,1.656022,79710,7.79,4.93,12.72,5.25,7.47,0.058,0.071,0.129,0.124,0.005,0.033,0.036,0.069,0,0.069
2/24/2014,1847.61,1836.78,1858.71,1836.78,0.0062,2.012,2.031,2.045,1.905,-0.0095,0.6087,0.6087,0.6087,0.6087,-0.0198,1.952858,17144.28,0.07,1.656022,79710,11.1,10.83,21.93,21.93,0,0.033,0.107,0.14,0.014,0.126,0,0,0,0,0
2/21/2014,1836.25,1841.07,1846.13,1835.6,-0.0019,2.031,2.045,2.045,2.03,-0.0067,0.621,0.661,0.662,0.617,-0.0548,1.952858,17144.28,0.07,1.656022,79710,9.88,0.65,10.53,5.06,5.47,0.014,0.001,0.015,0,0.015,0.041,0.004,0.045,0.001,0.044
2/20/2014,1839.78,1829.24,1842.79,1824.58,0.006,2.045,2.078,2.091,2.03,-0.0135,0.657,0.661,0.682,0.653,-0.0061,1.952858,17144.28,0.07,1.656022,79710,3.01,15.2,18.21,13.55,4.66,0.046,0.015,0.061,0.013,0.048,0.025,0.004,0.029,0.021,0.008
2/19/2014,1828.75,1838.9,1847.5,1826.99,-0.0065,2.073,2.133,2.134,2.07,-0.0263,0.661,0.718,0.738,0.653,-0.0845,1.952858,17144.28,0.07,1.656022,79710,18.75,1.76,20.51,8.6,11.91,0.061,0.003,0.064,0.001,0.063,0.077,0.008,0.085,0.02,0.065
2/18/2014,1840.76,1839.03,1842.87,1835.01,0.0012,2.129,2.194,2.23,2.113,-0.0287,0.722,0.71,0.73,0.694,0.0169,1.952858,17144.28,0.07,1.656022,79710,2.11,5.75,7.86,3.84,4.02,0.101,0.016,0.117,0.036,0.081,0.008,0.028,0.036,0.02,0.016
2/14/2014,1838.63,1828.46,1841.65,1825.59,0.0048,2.192,2.164,2.203,2.138,0.0101,0.71,0.726,0.73,0.698,-0.0166,1.952858,17144.28,0.07,1.656022,79710,3.02,13.04,16.06,13.19,2.87,0.011,0.054,0.065,0.039,0.026,0.02,0.012,0.032,0.004,0.028
2/13/2014,1829.83,1814.82,1830.25,1809.22,0.0058,2.17,2.198,2.201,2.145,-0.0118,0.722,0.722,0.722,0.722,-0.0055,1.952858,17144.28,0.07,1.656022,79710,0.42,20.61,21.03,15.43,5.6,0.031,0.025,0.056,0.003,0.053,0,0,0,0,0
2/12/2014,1819.26,1820.12,1826.55,1815.97,-0.0003,2.196,2.187,2.196,2.187,-0.0023,0.726,0.713,0.738,0.701,0.024,1.952858,17144.28,0.07,1.656022,79710,7.29,3.29,10.58,6.43,4.15,0,0.009,0.009,0.009,0,0.012,0.025,0.037,0.025,0.012
2/11/2014,1819.75,1800.45,1823.54,1800.41,0.0111,2.201,2.184,2.221,2.161,0.0055,0.709,0.661,0.713,0.649,0.0598,1.952858,17144.28,0.07,1.656022,79710,3.79,19.34,23.13,23.09,0.04,0.02,0.04,0.06,0.037,0.023,0.004,0.06,0.064,0.052,0.012
2/10/2014,1799.84,1796.2,1799.94,1791.83,0.0016,2.189,2.141,2.198,2.112,0.0191,0.669,0.681,0.681,0.621,-0.0118,1.952858,17144.28,0.07,1.656022,79710,0.1,8.01,8.11,3.74,4.37,0.009,0.077,0.086,0.057,0.029,0.012,0.048,0.06,0,0.06
2/7/2014,1797.02,1776.01,1798.03,1776.01,0.0133,2.148,2.15,2.157,2.045,0.0023,0.677,0.725,0.729,0.661,-0.0713,1.952858,17144.28,0.07,1.656022,79710,1.01,21.01,22.02,22.02,0,0.009,0.103,0.112,0.007,0.105,0.052,0.016,0.068,0.004,0.064
2/6/2014,1773.43,1752.99,1774.06,1752.99,0.0124,2.143,2.23,2.232,2.114,-0.0399,0.729,0.729,0.741,0.721,0.0001,1.952858,17144.28,0.07,1.656022,79710,0.63,20.44,21.07,21.07,0,0.089,0.029,0.118,0.002,0.116,0.012,0.008,0.02,0.012,0.008
2/5/2014,1751.64,1753.38,1755.79,1737.92,-0.002,2.232,2.177,2.243,2.175,0.0263,0.7289,0.7209,0.7289,0.7209,0.011,1.952858,17144.28,0.07,1.656022,79710,4.15,13.72,17.87,2.41,15.46,0.011,0.057,0.068,0.066,0.002,0,0.008,0.008,0.008,0
2/4/2014,1755.2,1743.82,1758.73,1743.82,0.0076,2.175,2.173,2.175,2.171,0.0041,0.721,0.709,0.749,0.697,0.0169,1.952858,17144.28,0.07,1.656022,79710,3.53,11.38,14.91,14.91,0,0,0.004,0.004,0.002,0.002,0.028,0.024,0.052,0.04,0.012
2/3/2014,1741.89,1782.68,1784.83,1739.66,-0.0228,2.166,2.228,2.254,2.164,-0.0274,0.709,0.732,0.732,0.697,-0.0314,1.952858,17144.28,0.07,1.656022,79710,42.94,2.23,45.17,2.15,43.02,0.088,0.002,0.09,0.026,0.064,0.023,0.012,0.035,0,0.035
1/31/2014,1782.59,1790.88,1793.88,1772.26,-0.0065,2.227,2.272,2.281,2.218,-0.0189,0.732,0.744,0.76,0.712,-0.0054,1.512203,17144.28,0.09,1.637039,79710,11.29,10.33,21.62,3,18.62,0.054,0.009,0.063,0.009,0.054,0.028,0.02,0.048,0.016,0.032
1/30/2014,1794.19,1777.17,1798.77,1777.17,0.0113,2.27,2.234,2.293,2.214,0.0211,0.736,0.673,0.736,0.669,0.1068,1.512203,17144.28,0.09,1.637039,79710,4.58,17.02,21.6,21.6,0,0.023,0.056,0.079,0.059,0.02,0,0.067,0.067,0.063,0.004
1/29/2014,1774.2,1790.15,1790.15,1770.45,-0.0102,2.223,2.144,2.228,2.143,0.034,0.665,0.676,0.692,0.653,-0.0169,1.512203,17144.28,0.09,1.637039,79710,15.95,3.75,19.7,0,19.7,0.005,0.08,0.085,0.084,0.001,0.027,0.012,0.039,0.016,0.023
1/28/2014,1792.5,1783,1793.87,1779.49,0.0061,2.15,2.2,2.209,2.139,-0.0218,0.6764,0.6764,0.6764,0.6764,0.0126,1.512203,17144.28,0.09,1.637039,79710,1.37,13.01,14.38,10.87,3.51,0.059,0.011,0.07,0.009,0.061,0,0,0,0,0
1/27/2014,1781.56,1791.03,1795.98,1772.88,-0.0049,2.198,2.196,2.2,2.196,0.005,0.668,0.731,0.751,0.661,-0.0824,1.512203,17144.28,0.09,1.637039,79710,14.42,8.68,23.1,4.95,18.15,0.002,0.002,0.004,0.004,0,0.083,0.007,0.09,0.02,0.07
1/24/2014,1790.29,1826.96,1826.96,1790.29,-0.0209,2.187,2.257,2.286,2.182,-0.031,0.728,0.716,0.751,0.716,0.0282,1.512203,17144.28,0.09,1.637039,79710,36.67,0,36.67,0,36.67,0.099,0.005,0.104,0.029,0.075,0.023,0.012,0.035,0.035,0
1/23/2014,1828.46,1842.29,1842.29,1820.06,-0.0089,2.257,2.295,2.322,2.255,-0.014,0.708,0.688,0.724,0.688,0.0567,1.512203,17144.28,0.09,1.637039,79710,13.83,8.4,22.23,0,22.23,0.065,0.002,0.067,0.027,0.04,0.016,0.02,0.036,0.036,0
1/22/2014,1844.86,1844.71,1846.87,1840.88,0.0006,2.289,2.259,2.297,2.252,0.0173,0.67,0.662,0.682,0.658,0.0245,1.512203,17144.28,0.09,1.637039,79710,2.01,3.98,5.99,2.16,3.83,0.008,0.037,0.045,0.038,0.007,0.012,0.012,0.024,0.02,0.004
1/21/2014,1843.8,1841.05,1849.31,1832.38,0.0028,2.25,2.221,2.266,2.219,0.0153,0.654,0.678,0.682,0.645,-0.0413,1.512203,17144.28,0.09,1.637039,79710,5.51,11.42,16.93,8.26,8.67,0.016,0.031,0.047,0.045,0.002,0.028,0.009,0.037,0.004,0.033
1/17/2014,1838.7,1844.23,1846.04,1835.23,-0.0039,2.216,2.262,2.266,2.21,-0.0205,0.6822,0.6822,0.6822,0.6822,0.0003,1.512203,17144.28,0.09,1.637039,79710,7.34,3.47,10.81,1.81,9,0.05,0.006,0.056,0.004,0.052,0,0,0,0,0
1/16/2014,1845.89,1847.99,1847.99,1840.3,-0.0013,2.262,2.264,2.264,2.262,0,0.682,0.702,0.707,0.666,-0.0229,1.512203,17144.28,0.09,1.637039,79710,2.1,5.59,7.69,0,7.69,0.002,0,0.002,0,0.002,0.025,0.016,0.041,0.005,0.036
1/15/2014,1848.38,1840.52,1850.84,1840.52,0.0052,2.262,2.275,2.286,2.255,-0.0031,0.698,0.719,0.727,0.694,-0.0169,1.512203,17144.28,0.09,1.637039,79710,2.46,7.86,10.32,10.32,0,0.024,0.007,0.031,0.011,0.02,0.029,0.004,0.033,0.008,0.025
1/14/2014,1838.88,1821.36,1839.26,1821.36,0.0108,2.269,2.325,2.343,2.268,-0.0249,0.71,0.682,0.715,0.682,0.0411,1.512203,17144.28,0.09,1.637039,79710,0.38,17.52,17.9,17.9,0,0.074,0.001,0.075,0.018,0.057,0.005,0.028,0.033,0.033,0
1/13/2014,1819.2,1841.26,1843.45,1815.52,-0.0126,2.327,2.331,2.342,2.302,-0.0017,0.682,0.702,0.714,0.678,-0.0394,1.512203,17144.28,0.09,1.637039,79710,24.25,3.68,27.93,2.19,25.74,0.015,0.025,0.04,0.011,0.029,0.032,0.004,0.036,0.012,0.024
1/10/2014,1842.37,1840.06,1843.15,1832.43,0.0023,2.331,2.372,2.403,2.327,-0.0206,0.71,0.686,0.71,0.682,0.0605,1.512203,17144.28,0.09,1.637039,79710,0.78,9.94,10.72,3.09,7.63,0.072,0.004,0.076,0.031,0.045,0,0.028,0.028,0.024,0.004
1/9/2014,1838.13,1839,1843.23,1830.38,0.0003,2.38,2.36,2.396,2.342,0.0141,0.6695,0.6695,0.6695,0.6695,0,1.512203,17144.28,0.09,1.637039,79710,5.1,7.75,12.85,4.23,8.62,0.016,0.038,0.054,0.036,0.018,0,0,0,0,0
1/8/2014,1837.49,1837.9,1840.02,1831.4,-0.0002,2.347,2.347,2.347,2.347,0,0.6695,0.6695,0.6695,0.6695,0.0007,1.512203,17144.28,0.09,1.637039,79710,2.53,6.09,8.62,2.12,6.5,0,0,0,0,0,0,0,0,0,0
1/7/2014,1837.88,1828.71,1840.1,1828.71,0.0061,2.347,2.347,2.347,2.347,0,0.669,0.665,0.686,0.657,0.0121,1.512203,17144.28,0.09,1.637039,79710,2.22,9.17,11.39,11.39,0,0,0,0,0,0,0.017,0.012,0.029,0.021,0.008
1/6/2014,1826.77,1832.31,1837.16,1823.73,-0.0025,2.347,2.361,2.374,2.332,-0.0038,0.661,0.649,0.677,0.641,0.0442,1.512203,17144.28,0.09,1.637039,79710,10.39,3.04,13.43,4.85,8.58,0.027,0.015,0.042,0.013,0.029,0.016,0.02,0.036,0.028,0.008
1/3/2014,1831.37,1833.21,1838.24,1829.13,-0.0003,2.356,2.374,2.398,2.338,0,0.633,0.641,0.677,0.621,-0.0125,1.512203,17144.28,0.09,1.637039,79710,6.87,2.24,9.11,5.03,4.08,0.042,0.018,0.06,0.024,0.036,0.044,0.012,0.056,0.036,0.02
1/2/2014,1831.98,1845.86,1845.86,1827.74,-0.0089,2.356,2.39,2.432,2.345,-0.0171,0.641,0.677,0.681,0.633,-0.0532,1.512203,17144.28,0.09,1.637039,79710,13.88,4.24,18.12,0,18.12,0.076,0.011,0.087,0.042,0.045,0.04,0.008,0.048,0.004,0.044
12/31/2013,1848.36,1842.61,1849.44,1842.41,0.004,2.397,2.447,2.45,2.388,-0.02,0.677,0.637,0.685,0.633,0.0628,1.126349,17133.11,0.08,1.465249,77610,1.08,5.95,7.03,6.83,0.2,0.053,0.009,0.062,0.003,0.059,0.008,0.044,0.052,0.048,0.004
12/30/2013,1841.07,1841.47,1842.47,1838.77,-0.0002,2.446,2.388,2.47,2.375,0.0234,0.637,0.645,0.645,0.637,-0.0124,1.126349,17133.11,0.08,1.465249,77610,1.4,2.3,3.7,1,2.7,0.024,0.071,0.095,0.082,0.013,0.008,0,0.008,0,0.008
12/27/2013,1841.4,1842.97,1844.89,1839.81,-0.0003,2.39,2.386,2.392,2.386,-0.0046,0.645,0.617,0.657,0.601,0.1026,1.126349,17133.11,0.08,1.465249,77610,3.49,1.59,5.08,1.92,3.16,0.002,0.004,0.006,0.006,0,0.012,0.044,0.056,0.04,0.016
12/26/2013,1842.02,1834.96,1842.84,1834.96,0.0047,2.401,2.35,2.421,2.334,0.0363,0.585,0.549,0.589,0.545,0.0656,1.126349,17133.11,0.08,1.465249,77610,0.82,7.06,7.88,7.88,0,0.02,0.067,0.087,0.071,0.016,0.004,0.04,0.044,0.04,0.004
12/24/2013,1833.32,1828.02,1833.32,1828.02,0.0029,2.317,2.197,2.325,2.181,0.0546,0.549,0.589,0.589,0.541,-0.0679,1.126349,17133.11,0.08,1.465249,77610,0,5.3,5.3,5.3,0,0.008,0.136,0.144,0.128,0.016,0.04,0.008,0.048,0,0.048
12/23/2013,1827.99,1822.92,1829.75,1822.92,0.0053,2.197,2.256,2.256,2.176,-0.0257,0.589,0.605,0.605,0.549,-0.0067,1.126349,17133.11,0.08,1.465249,77610,1.76,5.07,6.83,6.83,0,0.059,0.021,0.08,0,0.08,0.016,0.04,0.056,0,0.056
12/20/2013,1818.32,1810.39,1823.75,1810.25,0.0048,2.255,2.296,2.316,2.185,-0.0153,0.593,0.57,0.621,0.566,0.0486,1.126349,17133.11,0.08,1.465249,77610,5.43,8.07,13.5,13.36,0.14,0.061,0.07,0.131,0.02,0.111,0.028,0.027,0.055,0.051,0.004
12/19/2013,1809.6,1809,1810.88,1801.35,-0.0006,2.29,2.274,2.346,2.274,0.0077,0.5655,0.5615,0.5655,0.5615,-0.1066,1.126349,17133.11,0.08,1.465249,77610,1.28,8.25,9.53,1.88,7.65,0.056,0.016,0.072,0.072,0,0,0.004,0.004,0.004,0
12/18/2013,1810.65,1781.46,1811.08,1767.99,0.0166,2.272,2.386,2.386,2.271,-0.0476,0.633,0.688,0.716,0.625,-0.0853,1.126349,17133.11,0.08,1.465249,77610,0.43,42.66,43.09,29.62,13.47,0.114,0.001,0.115,0,0.115,0.083,0.008,0.091,0.028,0.063
12/17/2013,1781,1786.47,1786.77,1777.05,-0.0031,2.386,2.429,2.47,2.364,-0.0169,0.692,0.653,0.696,0.637,0.0729,1.126349,17133.11,0.08,1.465249,77610,5.77,3.95,9.72,0.3,9.42,0.084,0.022,0.106,0.041,0.065,0.004,0.055,0.059,0.043,0.016
12/16/2013,1786.54,1777.48,1792.22,1777.48,0.0063,2.427,2.373,2.444,2.349,0.0332,0.645,0.637,0.664,0.621,0.0126,1.126349,17133.11,0.08,1.465249,77610,5.68,9.06,14.74,14.74,0,0.017,0.078,0.095,0.071,0.024,0.019,0.024,0.043,0.027,0.016
12/13/2013,1775.32,1777.98,1780.92,1772.45,-0.0001,2.349,2.326,2.378,2.31,0.009,0.637,0.625,0.672,0.617,0.0192,1.126349,17133.11,0.08,1.465249,77610,5.6,2.87,8.47,2.94,5.53,0.029,0.039,0.068,0.052,0.016,0.035,0.02,0.055,0.047,0.008
12/12/2013,1775.5,1781.71,1782.99,1772.28,-0.0038,2.328,2.303,2.409,2.292,0.0102,0.625,0.7157,0.7157,0.6171,-0.1271,1.126349,17133.11,0.08,1.465249,77610,7.49,3.22,10.71,1.28,9.43,0.081,0.036,0.117,0.106,0.011,0.0907,0.0079,0.0986,0,0.0986
12/11/2013,1782.22,1802.76,1802.97,1780.09,-0.0113,2.304,2.306,2.31,2.304,-0.0686,0.716,0.688,0.716,0.688,0.0407,1.126349,17133.11,0.08,1.465249,77610,20.75,2.13,22.88,0.21,22.67,0.006,0,0.006,0.004,0.002,0,0.028,0.028,0.028,0
12/10/2013,1802.62,1807.6,1808.52,1801.75,-0.0032,2.474,2.403,2.489,2.394,0.0257,0.688,0.684,0.712,0.68,0.0058,1.126349,17133.11,0.08,1.465249,77610,5.9,0.87,6.77,0.92,5.85,0.015,0.08,0.095,0.086,0.009,0.024,0.008,0.032,0.028,0.004
12/9/2013,1808.37,1806.21,1811.52,1806.21,0.0018,2.412,2.365,2.423,2.364,0.0164,0.684,0.696,0.712,0.68,0.0029,1.126349,17133.11,0.08,1.465249,77610,3.15,2.16,5.31,5.31,0,0.011,0.048,0.059,0.058,0.001,0.028,0.004,0.032,0.016,0.016
12/6/2013,1805.09,1788.36,1806.04,1788.36,0.0112,2.373,2.4,2.416,2.365,-0.017,0.682,0.666,0.686,0.662,0.0302,1.126349,17133.11,0.08,1.465249,77610,0.95,16.73,17.68,17.68,0,0.043,0.008,0.051,0.016,0.035,0.004,0.02,0.024,0.02,0.004
12/5/2013,1785.03,1792.82,1792.82,1783.38,-0.0043,2.414,2.374,2.429,2.362,0.0168,0.662,0.637,0.662,0.633,0.0391,1.126349,17133.11,0.08,1.465249,77610,7.79,1.65,9.44,0,9.44,0.015,0.052,0.067,0.055,0.012,0,0.029,0.029,0.025,0.004
12/4/2013,1792.81,1793.15,1799.8,1779.09,-0.0013,2.374,2.286,2.378,2.279,0.0376,0.6371,0.6371,0.6371,0.6371,0.0259,1.126349,17133.11,0.08,1.465249,77610,6.99,13.72,20.71,6.65,14.06,0.004,0.095,0.099,0.092,0.007,0,0,0,0,0
12/3/2013,1795.15,1800.1,1800.1,1787.85,-0.0032,2.288,2.261,2.297,2.261,0.0119,0.621,0.633,0.645,0.609,-0.0251,1.126349,17133.11,0.08,1.465249,77610,4.95,7.3,12.25,0,12.25,0.009,0.027,0.036,0.036,0,0.024,0.012,0.036,0.012,0.024
12/2/2013,1800.9,1806.55,1810.02,1798.6,-0.0027,2.261,2.326,2.326,2.258,-0.0313,0.637,0.649,0.665,0.629,-0.0304,1.126349,17133.11,0.08,1.465249,77610,9.12,2.3,11.42,3.47,7.95,0.065,0.003,0.068,0,0.068,0.028,0.008,0.036,0.016,0.02
11/29/2013,1805.81,1808.69,1813.55,1803.98,-0.0008,2.334,2.3,2.381,2.261,0.006,0.657,0.693,0.766,0.649,-0.0533,1.578947,17133.11,0.09,1.303642,77610,7.74,1.83,9.57,4.86,4.71,0.047,0.073,0.12,0.081,0.039,0.109,0.008,0.117,0.073,0.044
11/27/2013,1807.23,1803.48,1808.27,1802.77,0.0025,2.32,2.309,2.403,2.304,0.0048,0.694,0.706,0.71,0.686,-0.017,1.578947,17133.11,0.09,1.303642,77610,1.04,4.46,5.5,4.79,0.71,0.083,0.016,0.099,0.094,0.005,0.016,0.008,0.024,0.004,0.02
11/26/2013,1802.75,1802.87,1808.42,1800.77,0.0001,2.309,2.352,2.356,2.307,-0.0216,0.706,0.71,0.718,0.681,-0.0105,1.578947,17133.11,0.09,1.303642,77610,5.67,1.98,7.65,5.55,2.1,0.047,0.002,0.049,0.004,0.045,0.012,0.025,0.037,0.008,0.029
11/25/2013,1802.48,1806.33,1808.1,1800.58,-0.0013,2.36,2.349,2.376,2.313,0.0041,0.7135,0.7256,0.7256,0.7095,-0.0172,1.578947,17133.11,0.09,1.303642,77610,5.62,1.9,7.52,1.77,5.75,0.016,0.047,0.063,0.027,0.036,0.0121,0.004,0.0161,0,0.0161
11/22/2013,1804.76,1797.21,1804.84,1794.7,0.005,2.35,2.356,2.356,2.349,-0.0166,0.726,0.725,0.738,0.709,0.0126,1.578947,17133.11,0.09,1.303642,77610,0.08,10.06,10.14,7.63,2.51,0.006,0.001,0.007,0,0.007,0.012,0.017,0.029,0.013,0.016
11/21/2013,1795.85,1783.52,1797.16,1783.52,0.0081,2.39,2.384,2.406,2.334,0.0038,0.717,0.729,0.753,0.717,-0.0165,1.578947,17133.11,0.09,1.303642,77610,1.31,12.33,13.64,13.64,0,0.016,0.056,0.072,0.022,0.05,0.036,0,0.036,0.024,0.012
11/20/2013,1781.37,1789.59,1795.73,1777.23,-0.0036,2.381,2.475,2.5,2.377,-0.0422,0.729,0.725,0.737,0.721,0.0111,1.578947,17133.11,0.09,1.303642,77610,14.36,4.14,18.5,6.14,12.36,0.119,0.004,0.123,0.025,0.098,0.008,0.008,0.016,0.012,0.004
11/19/2013,1787.87,1790.79,1795.51,1784.72,-0.002,2.486,2.433,2.495,2.433,0.018,0.721,0.689,0.721,0.681,0.0526,1.578947,17133.11,0.09,1.303642,77610,7.64,3.15,10.79,4.72,6.07,0.009,0.053,0.062,0.062,0,0,0.04,0.04,0.032,0.008
11/18/2013,1791.53,1798.82,1802.33,1788,-0.0037,2.442,2.388,2.449,2.354,0.0252,0.685,0.729,0.729,0.685,-0.0598,1.578947,17133.11,0.09,1.303642,77610,10.8,3.53,14.33,3.51,10.82,0.007,0.088,0.095,0.061,0.034,0.044,0,0.044,0,0.044
11/15/2013,1798.18,1790.66,1798.22,1790.66,0.0042,2.382,2.413,2.415,2.366,-0.0128,0.7286,0.7166,0.7326,0.7166,0.0162,1.578947,17133.11,0.09,1.303642,77610,0.04,7.52,7.56,7.56,0,0.033,0.016,0.049,0.002,0.047,0.004,0.012,0.016,0.016,0
